payroll_id,employee_id,employee_name,role,contract_type,hire_date,termination_date,month,hours_worked,hourly_rate,base_salary,overtime_hours,overtime_pay,bonus,deductions,net_pay,payment_method,payment_status
PAY-E083-2016-11,E083,Javier Lopez,Barista,Full-time,2015-05-01,,2016-11,168,9.01,1441.6,8,126.14,1.54,252.47,1316.81,Cash,Paid
PAY-E023-2016-11,E023,Javier Lopez,Cashier,Full-time,2011-03-01,,2016-11,157,8.45,1326.65,0,0.0,26.88,153.57,1199.96,Cash,Paid
PAY-E015-2016-12,E015,Ana Torres,Barista,Part-time,2010-10-01,,2016-12,73,9.01,657.73,0,0.0,78.88,112.18,624.43,Bank Transfer,Paid
PAY-E035-2016-12,E035,Javier Lopez,Barista,Part-time,2013-01-01,,2016-12,71,9.01,639.71,0,0.0,55.98,88.97,606.72,Bank Transfer,Paid
PAY-E106-2016-12,E106,Laura Gomez,Barista,Part-time,2016-10-01,,2016-12,73,9.01,657.73,0,0.0,82.05,88.0,651.78,Cash,Delayed
PAY-E070-2016-12,E070,Ana Torres,Cook,Full-time,2014-11-01,,2016-12,169,10.14,1622.4,9,159.71,70.62,209.87,1642.86,Bank Transfer,Paid
PAY-E006-2016-12,E006,Cristina Perez,Cashier,Full-time,2010-02-01,,2016-12,176,8.45,1352.0,16,236.6,36.56,170.23,1454.93,Cash,Paid
PAY-E057-2016-12,E057,Javier Lopez,Barista,Full-time,2014-06-01,,2016-12,169,9.01,1441.6,9,141.91,63.1,207.3,1439.31,Cash,Paid
PAY-E055-2016-12,E055,Ana Torres,Manager,Full-time,2014-05-01,,2016-12,158,12.39,1957.62,0,0.0,96.19,289.9,1763.91,Bank Transfer,Paid
PAY-E036-2017-01,E036,Marta Fernandez,Barista,Part-time,2013-02-01,,2017-01,92,9.19,845.48,0,0.0,46.82,115.58,776.72,Cash,Paid
PAY-E017-2017-01,E017,Cristina Perez,Manager,Full-time,2010-12-01,,2017-01,150,12.64,1896.0,0,0.0,43.45,325.39,1614.06,Bank Transfer,Paid
PAY-E017-2017-01,E017,Cristina Perez,Manager,Full-time,2010-12-01,,2017-01,164,12.64,2022.4,4,88.48,31.74,333.78,1808.84,Bank Transfer,Paid
PAY-E108-2017-01,E108,Luis Moreno,Manager,Full-time,2016-10-01,,2017-01,162,12.64,2022.4,2,44.24,10.89,279.16,1798.37,Bank Transfer,Paid
PAY-E063-2017-01,E063,Cristina Perez,Cook,Part-time,2014-08-01,,2017-01,80,10.34,827.2,0,0.0,41.42,110.33,758.29,Bank Transfer,Paid
PAY-E058-2017-01,E058,Marta Fernandez,Barista,Full-time,2014-06-01,,2017-01,165,9.19,1470.4,5,80.41,39.42,272.78,1317.45,Bank Transfer,Paid
PAY-E036-2017-01,E036,Marta Fernandez,Barista,Part-time,2013-02-01,,2017-01,90,9.19,827.1,0,0.0,39.19,118.48,747.81,Bank Transfer,Delayed
PAY-E001-2017-02,E001,Carlos Ruiz,Cook,Full-time,2010-01-01,,2017-02,178,10.34,1654.4,18,325.71,32.45,209.59,1802.97,Cash,Paid
PAY-E055-2017-02,E055,Ana Torres,Manager,Full-time,2014-05-01,,2017-02,174,12.64,2022.4,14,309.68,11.71,357.28,1986.51,Bank Transfer,Paid
PAY-E112-2017-02,E112,Luis Moreno,Cook,Full-time,2017-01-01,,2017-02,165,10.34,1654.4,5,90.48,3.9,257.94,1490.84,Cash,Paid
PAY-E036-2017-02,E036,Marta Fernandez,Barista,Part-time,2013-02-01,,2017-02,92,9.19,845.48,0,0.0,17.18,94.59,768.07,Cash,Paid
PAY-E086-2017-02,E086,Carlos Ruiz,Cashier,Full-time,2015-08-01,,2017-02,165,8.62,1379.2,5,75.42,3.54,190.5,1267.66,Bank Transfer,Paid
PAY-E018-2017-03,E018,Luis Moreno,Cook,Full-time,2010-12-01,,2017-03,170,10.34,1654.4,10,180.95,37.41,325.1,1547.66,Cash,Delayed
PAY-E105-2017-03,E105,Luis Moreno,Cashier,Full-time,2016-09-01,,2017-03,152,8.62,1310.24,0,0.0,44.83,150.69,1204.38,Bank Transfer,Paid
PAY-E018-2017-03,E018,Luis Moreno,Cook,Full-time,2010-12-01,,2017-03,162,10.34,1654.4,2,36.19,17.58,229.49,1478.68,Bank Transfer,Paid
PAY-E087-2017-03,E087,Laura Gomez,Cashier,Full-time,2015-08-01,,2017-03,170,8.62,1379.2,10,150.85,4.21,221.35,1312.91,Cash,Paid
PAY-E057-2017-03,E057,Javier Lopez,Barista,Full-time,2014-06-01,,2017-03,172,9.19,1470.4,12,192.99,1.34,279.28,1385.45,Cash,Paid
PAY-E028-2017-03,E028,Carlos Ruiz,Manager,Part-time,2012-04-01,,2017-03,89,12.64,1124.96,0,0.0,25.48,183.87,966.57,Cash,Paid
PAY-E015-2017-04,E015,Ana Torres,Barista,Part-time,2010-10-01,,2017-04,72,9.19,661.68,0,0.0,0.83,69.83,592.68,Cash,Paid
PAY-E002-2017-04,E002,Ana Torres,Barista,Full-time,2010-01-01,,2017-04,179,9.19,1470.4,19,305.57,3.02,290.23,1488.76,Cash,Paid
PAY-E041-2017-04,E041,Luis Moreno,Cook,Full-time,2013-07-01,,2017-04,166,10.34,1654.4,6,108.57,38.36,241.17,1560.16,Cash,Paid
PAY-E023-2017-04,E023,Javier Lopez,Cashier,Full-time,2011-03-01,,2017-04,167,8.62,1379.2,7,105.59,26.88,169.63,1342.04,Bank Transfer,Paid
PAY-E099-2017-04,E099,Luis Moreno,Barista,Part-time,2016-05-01,,2017-04,86,9.19,790.34,0,0.0,46.05,148.83,687.56,Bank Transfer,Paid
PAY-E098-2017-05,E098,Javier Lopez,Barista,Full-time,2016-04-01,,2017-05,171,9.19,1470.4,11,176.91,37.08,268.24,1416.15,Bank Transfer,Paid
PAY-E088-2017-05,E088,Carlos Ruiz,Manager,Full-time,2015-10-01,,2017-05,154,12.64,1946.56,0,0.0,35.07,224.14,1757.49,Cash,Paid
PAY-E040-2017-05,E040,Cristina Perez,Manager,Full-time,2013-06-01,,2017-05,175,12.64,2022.4,15,331.8,41.13,289.21,2106.12,Cash,Paid
PAY-E094-2017-05,E094,Carlos Ruiz,Cook,Part-time,2016-01-01,,2017-05,94,10.34,971.96,0,0.0,43.67,161.11,854.52,Bank Transfer,Paid
PAY-E031-2017-05,E031,Laura Gomez,Manager,Part-time,2012-07-01,,2017-05,70,12.64,884.8,0,0.0,16.75,121.12,780.43,Bank Transfer,Paid
PAY-E079-2017-05,E079,Luis Moreno,Cook,Full-time,2015-03-01,,2017-05,168,10.34,1654.4,8,144.76,31.38,255.71,1574.83,Cash,Paid
PAY-E040-2017-05,E040,Cristina Perez,Manager,Full-time,2013-06-01,,2017-05,177,12.64,2022.4,17,376.04,28.34,314.06,2112.72,Cash,Paid
PAY-E002-2017-06,E002,Ana Torres,Barista,Full-time,2010-01-01,,2017-06,157,9.19,1442.83,0,0.0,45.74,198.43,1290.14,Cash,Paid
PAY-E020-2017-06,E020,Ana Torres,Manager,Part-time,2011-01-01,,2017-06,72,12.64,910.08,0,0.0,65.72,106.9,868.9,Bank Transfer,Paid
PAY-E092-2017-06,E092,Javier Lopez,Manager,Full-time,2015-11-01,,2017-06,175,12.64,2022.4,15,331.8,61.26,250.42,2165.04,Cash,Paid
PAY-E054-2017-06,E054,Ana Torres,Manager,Part-time,2014-04-01,,2017-06,84,12.64,1061.76,0,0.0,89.28,186.33,964.71,Cash,Paid
PAY-E039-2017-07,E039,Javier Lopez,Cook,Full-time,2013-05-01,,2017-07,150,10.34,1551.0,0,0.0,94.59,167.71,1477.88,Cash,Paid
PAY-E032-2017-07,E032,Marta Fernandez,Manager,Full-time,2012-08-01,,2017-07,172,12.64,2022.4,12,265.44,90.18,418.72,1959.3,Bank Transfer,Paid
PAY-E076-2017-07,E076,Luis Moreno,Cook,Full-time,2015-02-01,,2017-07,162,10.34,1654.4,2,36.19,87.92,281.32,1497.19,Bank Transfer,Paid
PAY-E099-2017-07,E099,Luis Moreno,Barista,Part-time,2016-05-01,,2017-07,77,9.19,707.63,0,0.0,53.59,134.66,626.56,Bank Transfer,Paid
PAY-E094-2017-07,E094,Carlos Ruiz,Cook,Part-time,2016-01-01,,2017-07,72,10.34,744.48,0,0.0,23.51,91.02,676.97,Cash,Paid
PAY-E098-2017-07,E098,Javier Lopez,Barista,Full-time,2016-04-01,,2017-07,161,9.19,1470.4,1,16.08,56.68,246.65,1296.51,Bank Transfer,Paid
PAY-E020-2017-07,E020,Ana Torres,Manager,Part-time,2011-01-01,,2017-07,90,12.64,1137.6,0,0.0,85.6,129.64,1093.56,Bank Transfer,Paid
PAY-E103-2017-08,E103,Cristina Perez,Manager,Full-time,2016-07-01,,2017-08,153,12.64,1933.92,0,0.0,32.43,222.49,1743.86,Cash,Paid
PAY-E107-2017-08,E107,Luis Moreno,Cashier,Full-time,2016-10-01,,2017-08,153,8.62,1318.86,0,0.0,62.87,244.8,1136.93,Bank Transfer,Paid
PAY-E041-2017-08,E041,Luis Moreno,Cook,Full-time,2013-07-01,,2017-08,164,10.34,1654.4,4,72.38,41.2,193.76,1574.22,Bank Transfer,Paid
PAY-E030-2017-08,E030,Luis Moreno,Cashier,Full-time,2012-06-01,,2017-08,159,8.62,1370.58,0,0.0,86.11,226.88,1229.81,Bank Transfer,Paid
PAY-E075-2017-08,E075,Cristina Perez,Cashier,Full-time,2015-01-01,,2017-08,177,8.62,1379.2,17,256.44,46.22,180.46,1501.4,Bank Transfer,Pending
PAY-E087-2017-09,E087,Laura Gomez,Cashier,Full-time,2015-08-01,,2017-09,161,8.62,1379.2,1,15.08,34.31,250.01,1178.58,Bank Transfer,Paid
PAY-E110-2017-09,E110,Javier Lopez,Manager,Full-time,2016-11-01,,2017-09,158,12.64,1997.12,0,0.0,45.87,216.55,1826.44,Bank Transfer,Paid
PAY-E096-2017-09,E096,Javier Lopez,Manager,Full-time,2016-03-01,,2017-09,170,12.64,2022.4,10,221.2,22.17,249.92,2015.85,Cash,Paid
PAY-E013-2017-09,E013,Luis Moreno,Cashier,Part-time,2010-08-01,,2017-09,100,8.62,862.0,0,0.0,23.05,100.4,784.65,Cash,Paid
PAY-E103-2017-09,E103,Cristina Perez,Manager,Full-time,2016-07-01,,2017-09,162,12.64,2022.4,2,44.24,24.81,273.18,1818.27,Cash,Paid
PAY-E016-2017-09,E016,Carlos Ruiz,Cook,Full-time,2010-11-01,,2017-09,156,10.34,1613.04,0,0.0,45.42,202.33,1456.13,Cash,Delayed
PAY-E052-2017-09,E052,Cristina Perez,Cashier,Full-time,2014-02-01,,2017-09,151,8.62,1301.62,0,0.0,30.71,198.99,1133.34,Cash,Paid
PAY-E052-2017-10,E052,Cristina Perez,Cashier,Full-time,2014-02-01,,2017-10,150,8.62,1293.0,0,0.0,15.94,153.83,1155.11,Cash,Paid
PAY-E064-2017-10,E064,Cristina Perez,Cook,Full-time,2014-08-01,,2017-10,165,10.34,1654.4,5,90.48,26.47,285.8,1485.55,Bank Transfer,Pending
PAY-E005-2017-10,E005,Ana Torres,Cook,Full-time,2010-02-01,,2017-10,153,10.34,1582.02,0,0.0,12.39,190.2,1404.21,Bank Transfer,Paid
PAY-E092-2017-10,E092,Javier Lopez,Manager,Full-time,2015-11-01,,2017-10,180,12.64,2022.4,20,442.4,10.97,415.24,2060.53,Cash,Paid
PAY-E125-2017-10,E125,Carlos Ruiz,Cashier,Part-time,2017-08-01,,2017-10,96,8.62,827.52,0,0.0,49.58,99.9,777.2,Bank Transfer,Paid
PAY-E083-2017-10,E083,Javier Lopez,Barista,Full-time,2015-05-01,,2017-10,175,9.19,1470.4,15,241.24,36.91,225.04,1523.51,Bank Transfer,Paid
PAY-E047-2017-10,E047,Carlos Ruiz,Barista,Full-time,2013-11-01,,2017-10,161,9.19,1470.4,1,16.08,47.38,222.55,1311.31,Bank Transfer,Paid
PAY-E045-2017-11,E045,Cristina Perez,Cashier,Part-time,2013-11-01,,2017-11,94,8.62,810.28,0,0.0,5.55,115.93,699.9,Cash,Pending
PAY-E024-2017-11,E024,Laura Gomez,Cook,Full-time,2011-04-01,,2017-11,161,10.34,1654.4,1,18.09,35.23,261.23,1446.49,Bank Transfer,Paid
PAY-E001-2017-11,E001,Carlos Ruiz,Cook,Full-time,2010-01-01,,2017-11,160,10.34,1654.4,0,0.0,6.82,187.05,1474.17,Cash,Paid
PAY-E052-2017-11,E052,Cristina Perez,Cashier,Full-time,2014-02-01,,2017-11,180,8.62,1379.2,20,301.7,24.36,213.81,1491.45,Cash,Paid
PAY-E088-2017-11,E088,Carlos Ruiz,Manager,Full-time,2015-10-01,,2017-11,168,12.64,2022.4,8,176.96,40.72,291.82,1948.26,Cash,Paid
PAY-E083-2017-11,E083,Javier Lopez,Barista,Full-time,2015-05-01,,2017-11,173,9.19,1470.4,13,209.07,0.09,262.28,1417.28,Cash,Delayed
PAY-E037-2017-11,E037,Laura Gomez,Manager,Part-time,2013-03-01,,2017-11,94,12.64,1188.16,0,0.0,48.26,126.85,1109.57,Cash,Delayed
PAY-E037-2017-12,E037,Laura Gomez,Manager,Part-time,2013-03-01,,2017-12,84,12.64,1061.76,0,0.0,20.91,126.43,956.24,Bank Transfer,Paid
PAY-E020-2017-12,E020,Ana Torres,Manager,Part-time,2011-01-01,,2017-12,95,12.64,1200.8,0,0.0,28.64,123.07,1106.37,Cash,Paid
PAY-E023-2017-12,E023,Javier Lopez,Cashier,Full-time,2011-03-01,,2017-12,163,8.62,1379.2,3,45.25,97.53,259.9,1262.08,Cash,Delayed
PAY-E086-2017-12,E086,Carlos Ruiz,Cashier,Full-time,2015-08-01,,2017-12,161,8.62,1379.2,1,15.08,63.68,157.63,1300.33,Cash,Paid
PAY-E076-2018-01,E076,Luis Moreno,Cook,Full-time,2015-02-01,,2018-01,172,10.54,1686.4,12,221.34,1.55,334.88,1574.41,Bank Transfer,Paid
PAY-E044-2018-01,E044,Cristina Perez,Barista,Part-time,2013-10-01,,2018-01,83,9.37,777.71,0,0.0,7.86,84.92,700.65,Bank Transfer,Pending
PAY-E042-2018-01,E042,Javier Lopez,Barista,Full-time,2013-08-01,,2018-01,163,9.37,1499.2,3,49.19,34.86,249.78,1333.47,Cash,Paid
PAY-E024-2018-01,E024,Laura Gomez,Cook,Full-time,2011-04-01,,2018-01,159,10.54,1675.86,0,0.0,11.88,175.48,1512.26,Cash,Paid
PAY-E124-2018-01,E124,Cristina Perez,Cook,Full-time,2017-08-01,,2018-01,161,10.54,1686.4,1,18.45,0.19,182.46,1522.58,Cash,Paid
PAY-E030-2018-02,E030,Luis Moreno,Cashier,Full-time,2012-06-01,,2018-02,161,8.79,1406.4,1,15.38,9.33,148.22,1282.89,Cash,Paid
PAY-E102-2018-02,E102,Marta Fernandez,Barista,Full-time,2016-07-01,,2018-02,157,9.37,1471.09,0,0.0,41.85,219.59,1293.35,Bank Transfer,Paid
PAY-E068-2018-02,E068,Carlos Ruiz,Cook,Full-time,2014-10-01,,2018-02,171,10.54,1686.4,11,202.89,4.84,290.66,1603.47,Cash,Pending
PAY-E098-2018-02,E098,Javier Lopez,Barista,Full-time,2016-04-01,,2018-02,168,9.37,1499.2,8,131.18,11.38,172.19,1469.57,Cash,Paid
PAY-E122-2018-03,E122,Ana Torres,Barista,Part-time,2017-06-01,,2018-03,76,9.37,712.12,0,0.0,40.42,82.85,669.69,Cash,Paid
PAY-E061-2018-03,E061,Marta Fernandez,Cashier,Full-time,2014-07-01,,2018-03,171,8.79,1406.4,11,169.21,21.77,287.18,1310.2,Bank Transfer,Paid
PAY-E009-2018-03,E009,Carlos Ruiz,Cook,Full-time,2010-03-01,,2018-03,158,10.54,1665.32,0,0.0,15.99,265.93,1415.38,Bank Transfer,Paid
PAY-E133-2018-03,E133,Laura Gomez,Cook,Full-time,2018-01-01,,2018-03,167,10.54,1686.4,7,129.12,19.87,231.42,1603.97,Cash,Paid
PAY-E038-2018-03,E038,Marta Fernandez,Cook,Full-time,2013-03-01,,2018-03,179,10.54,1686.4,19,350.45,43.67,338.97,1741.55,Cash,Paid
PAY-E043-2018-03,E043,Javier Lopez,Cashier,Full-time,2013-09-01,,2018-03,154,8.79,1353.66,0,0.0,7.41,200.12,1160.95,Bank Transfer,Delayed
PAY-E089-2018-04,E089,Laura Gomez,Barista,Part-time,2015-11-01,,2018-04,71,9.37,665.27,0,0.0,8.61,89.11,584.77,Cash,Paid
PAY-E068-2018-04,E068,Carlos Ruiz,Cook,Full-time,2014-10-01,,2018-04,178,10.54,1686.4,18,332.01,43.95,320.16,1742.2,Bank Transfer,Paid
PAY-E125-2018-04,E125,Carlos Ruiz,Cashier,Part-time,2017-08-01,,2018-04,99,8.79,870.21,0,0.0,13.43,114.69,768.95,Cash,Paid
PAY-E122-2018-04,E122,Ana Torres,Barista,Part-time,2017-06-01,,2018-04,79,9.37,740.23,0,0.0,15.55,126.54,629.24,Bank Transfer,Pending
PAY-E069-2018-05,E069,Marta Fernandez,Manager,Full-time,2014-11-01,,2018-05,175,12.89,2062.4,15,338.36,7.95,300.82,2107.89,Cash,Paid
PAY-E023-2018-05,E023,Javier Lopez,Cashier,Full-time,2011-03-01,,2018-05,177,8.79,1406.4,17,261.5,26.21,246.48,1447.63,Bank Transfer,Paid
PAY-E125-2018-05,E125,Carlos Ruiz,Cashier,Part-time,2017-08-01,,2018-05,96,8.79,843.84,0,0.0,10.04,89.32,764.56,Bank Transfer,Paid
PAY-E096-2018-05,E096,Javier Lopez,Manager,Full-time,2016-03-01,,2018-05,179,12.89,2062.4,19,428.59,18.02,290.87,2218.14,Cash,Paid
PAY-E132-2018-05,E132,Cristina Perez,Barista,Part-time,2018-01-01,,2018-05,86,9.37,805.82,0,0.0,19.85,143.54,682.13,Bank Transfer,Paid
PAY-E046-2018-06,E046,Carlos Ruiz,Cashier,Full-time,2013-11-01,,2018-06,171,8.79,1406.4,11,169.21,36.54,245.25,1366.9,Bank Transfer,Delayed
PAY-E122-2018-06,E122,Ana Torres,Barista,Part-time,2017-06-01,,2018-06,100,9.37,937.0,0,0.0,81.41,102.57,915.84,Bank Transfer,Paid
PAY-E090-2018-06,E090,Carlos Ruiz,Cashier,Full-time,2015-11-01,,2018-06,169,8.79,1406.4,9,138.44,84.07,192.05,1436.86,Cash,Paid
PAY-E067-2018-06,E067,Ana Torres,Cashier,Part-time,2014-10-01,,2018-06,92,8.79,808.68,0,0.0,71.42,117.85,762.25,Cash,Delayed
PAY-E024-2018-06,E024,Laura Gomez,Cook,Full-time,2011-04-01,,2018-06,164,10.54,1686.4,4,73.78,40.16,247.25,1553.09,Cash,Paid
PAY-E055-2018-06,E055,Ana Torres,Manager,Full-time,2014-05-01,,2018-06,150,12.89,1933.5,0,0.0,60.92,305.12,1689.3,Cash,Paid
PAY-E058-2018-06,E058,Marta Fernandez,Barista,Full-time,2014-06-01,,2018-06,169,9.37,1499.2,9,147.58,68.72,212.51,1502.99,Bank Transfer,Paid
PAY-E084-2018-07,E084,Luis Moreno,Cook,Full-time,2015-08-01,,2018-07,159,10.54,1675.86,0,0.0,40.75,229.14,1487.47,Cash,Paid
PAY-E067-2018-07,E067,Ana Torres,Cashier,Part-time,2014-10-01,,2018-07,88,8.79,773.52,0,0.0,76.65,123.92,726.25,Bank Transfer,Paid
PAY-E077-2018-07,E077,Cristina Perez,Cashier,Part-time,2015-02-01,,2018-07,92,8.79,808.68,0,0.0,37.79,120.85,725.62,Cash,Delayed
PAY-E104-2018-07,E104,Ana Torres,Manager,Part-time,2016-08-01,,2018-07,91,12.89,1172.99,0,0.0,48.68,151.51,1070.16,Bank Transfer,Paid
PAY-E036-2018-07,E036,Marta Fernandez,Barista,Part-time,2013-02-01,,2018-07,98,9.37,918.26,0,0.0,64.66,121.39,861.53,Cash,Paid
PAY-E128-2018-07,E128,Javier Lopez,Cook,Full-time,2017-10-01,,2018-07,158,10.54,1665.32,0,0.0,78.01,252.3,1491.03,Bank Transfer,Delayed
PAY-E057-2018-08,E057,Javier Lopez,Barista,Full-time,2014-06-01,,2018-08,165,9.37,1499.2,5,81.99,91.15,234.19,1438.15,Cash,Paid
PAY-E079-2018-08,E079,Luis Moreno,Cook,Full-time,2015-03-01,,2018-08,163,10.54,1686.4,3,55.33,24.32,297.3,1468.75,Bank Transfer,Pending
PAY-E085-2018-08,E085,Ana Torres,Cook,Full-time,2015-08-01,,2018-08,160,10.54,1686.4,0,0.0,52.74,253.14,1486.0,Cash,Paid
PAY-E076-2018-08,E076,Luis Moreno,Cook,Full-time,2015-02-01,,2018-08,177,10.54,1686.4,17,313.56,77.25,337.16,1740.05,Cash,Paid
PAY-E031-2018-08,E031,Laura Gomez,Manager,Part-time,2012-07-01,,2018-08,75,12.89,966.75,0,0.0,45.07,105.88,905.94,Cash,Paid
PAY-E019-2018-08,E019,Cristina Perez,Cook,Full-time,2011-01-01,,2018-08,174,10.54,1686.4,14,258.23,81.88,296.08,1730.43,Bank Transfer,Paid
PAY-E110-2018-09,E110,Javier Lopez,Manager,Full-time,2016-11-01,,2018-09,156,12.89,2010.84,0,0.0,0.9,201.84,1809.9,Bank Transfer,Paid
PAY-E099-2018-09,E099,Luis Moreno,Barista,Part-time,2016-05-01,,2018-09,98,9.37,918.26,0,0.0,17.22,103.2,832.28,Cash,Paid
PAY-E136-2018-09,E136,Carlos Ruiz,Manager,Part-time,2018-03-01,,2018-09,79,12.89,1018.31,0,0.0,8.35,170.33,856.33,Cash,Delayed
PAY-E135-2018-10,E135,Carlos Ruiz,Manager,Full-time,2018-02-01,,2018-10,162,12.89,2062.4,2,45.12,43.83,259.16,1892.19,Bank Transfer,Paid
PAY-E035-2018-10,E035,Javier Lopez,Barista,Part-time,2013-01-01,,2018-10,71,9.37,665.27,0,0.0,33.1,106.35,592.02,Bank Transfer,Paid
PAY-E126-2018-10,E126,Laura Gomez,Cashier,Part-time,2017-09-01,,2018-10,73,8.79,641.67,0,0.0,20.84,86.4,576.11,Cash,Paid
PAY-E049-2018-10,E049,Laura Gomez,Manager,Part-time,2013-12-01,,2018-10,74,12.89,953.86,0,0.0,10.27,149.3,814.83,Bank Transfer,Paid
PAY-E034-2018-10,E034,Cristina Perez,Barista,Full-time,2012-10-01,,2018-10,171,9.37,1499.2,11,180.37,5.05,238.58,1446.04,Bank Transfer,Paid
PAY-E032-2018-10,E032,Marta Fernandez,Manager,Full-time,2012-08-01,,2018-10,178,12.89,2062.4,18,406.04,5.25,389.61,2084.08,Bank Transfer,Paid
PAY-E052-2018-11,E052,Cristina Perez,Cashier,Full-time,2014-02-01,,2018-11,155,8.79,1362.45,0,0.0,1.97,190.62,1173.8,Bank Transfer,Paid
PAY-E134-2018-11,E134,Laura Gomez,Cook,Full-time,2018-02-01,,2018-11,165,10.54,1686.4,5,92.22,16.53,179.91,1615.24,Bank Transfer,Delayed
PAY-E092-2018-11,E092,Javier Lopez,Manager,Full-time,2015-11-01,,2018-11,176,12.89,2062.4,16,360.92,28.71,342.13,2109.9,Bank Transfer,Paid
PAY-E076-2018-11,E076,Luis Moreno,Cook,Full-time,2015-02-01,,2018-11,152,10.54,1602.08,0,0.0,36.18,177.1,1461.16,Cash,Paid
PAY-E076-2018-12,E076,Luis Moreno,Cook,Full-time,2015-02-01,,2018-12,180,10.54,1686.4,20,368.9,69.74,361.85,1763.19,Bank Transfer,Paid
PAY-E011-2018-12,E011,Luis Moreno,Barista,Part-time,2010-05-01,,2018-12,80,9.37,749.6,0,0.0,34.63,103.57,680.66,Cash,Paid
PAY-E093-2018-12,E093,Ana Torres,Manager,Full-time,2015-12-01,,2018-12,162,12.89,2062.4,2,45.12,75.19,301.78,1880.93,Cash,Paid
PAY-E081-2018-12,E081,Javier Lopez,Cook,Part-time,2015-04-01,,2018-12,95,10.54,1001.3,0,0.0,33.34,114.43,920.21,Bank Transfer,Pending
PAY-E030-2018-12,E030,Luis Moreno,Cashier,Full-time,2012-06-01,,2018-12,177,8.79,1406.4,17,261.5,32.75,226.67,1473.98,Cash,Paid
PAY-E044-2018-12,E044,Cristina Perez,Barista,Part-time,2013-10-01,,2018-12,91,9.37,852.67,0,0.0,55.05,135.16,772.56,Cash,Paid
PAY-E113-2018-12,E113,Javier Lopez,Barista,Full-time,2017-01-01,,2018-12,177,9.37,1499.2,17,278.76,74.76,309.56,1543.16,Bank Transfer,Paid
PAY-E067-2019-01,E067,Ana Torres,Cashier,Part-time,2014-10-01,,2019-01,74,8.96,663.04,0,0.0,41.95,101.99,603.0,Bank Transfer,Paid
PAY-E135-2019-01,E135,Carlos Ruiz,Manager,Full-time,2018-02-01,,2019-01,179,13.15,2104.0,19,437.24,7.85,428.01,2121.08,Cash,Delayed
PAY-E145-2019-01,E145,Laura Gomez,Barista,Part-time,2018-12-01,,2019-01,72,9.56,688.32,0,0.0,37.57,91.21,634.68,Cash,Pending
PAY-E025-2019-01,E025,Cristina Perez,Barista,Part-time,2011-08-01,,2019-01,71,9.56,678.76,0,0.0,25.35,101.42,602.69,Cash,Paid
PAY-E064-2019-01,E064,Cristina Perez,Cook,Full-time,2014-08-01,,2019-01,157,10.76,1689.32,0,0.0,3.94,229.5,1463.76,Cash,Paid
PAY-E099-2019-01,E099,Luis Moreno,Barista,Part-time,2016-05-01,,2019-01,85,9.56,812.6,0,0.0,22.35,91.42,743.53,Cash,Paid
PAY-E001-2019-02,E001,Carlos Ruiz,Cook,Full-time,2010-01-01,,2019-02,176,10.76,1721.6,16,301.28,11.15,277.35,1756.68,Cash,Paid
PAY-E078-2019-02,E078,Cristina Perez,Cook,Part-time,2015-03-01,,2019-02,81,10.76,871.56,0,0.0,35.8,99.01,808.35,Bank Transfer,Paid
PAY-E144-2019-02,E144,Ana Torres,Barista,Full-time,2018-10-01,,2019-02,161,9.56,1529.6,1,16.73,41.49,281.29,1306.53,Cash,Paid
PAY-E014-2019-02,E014,Carlos Ruiz,Manager,Part-time,2010-09-01,,2019-02,81,13.15,1065.15,0,0.0,35.1,114.05,986.2,Bank Transfer,Paid
PAY-E101-2019-03,E101,Carlos Ruiz,Barista,Full-time,2016-07-01,,2019-03,179,9.56,1529.6,19,317.87,25.42,325.31,1547.58,Bank Transfer,Paid
PAY-E107-2019-03,E107,Luis Moreno,Cashier,Full-time,2016-10-01,,2019-03,155,8.96,1388.8,0,0.0,36.52,157.17,1268.15,Cash,Paid
PAY-E118-2019-03,E118,Marta Fernandez,Manager,Full-time,2017-04-01,,2019-03,169,13.15,2104.0,9,207.11,44.13,330.51,2024.73,Cash,Paid
PAY-E130-2019-03,E130,Ana Torres,Cashier,Part-time,2017-11-01,,2019-03,89,8.96,797.44,0,0.0,45.8,135.75,707.49,Cash,Paid
PAY-E013-2019-03,E013,Luis Moreno,Cashier,Part-time,2010-08-01,,2019-03,80,8.96,716.8,0,0.0,48.52,104.26,661.06,Bank Transfer,Paid
PAY-E111-2019-03,E111,Cristina Perez,Cook,Full-time,2017-01-01,,2019-03,169,10.76,1721.6,9,169.47,35.0,307.93,1618.14,Cash,Paid
PAY-E124-2019-03,E124,Cristina Perez,Cook,Full-time,2017-08-01,,2019-03,167,10.76,1721.6,7,131.81,43.04,297.65,1598.8,Bank Transfer,Paid
PAY-E034-2019-04,E034,Cristina Perez,Barista,Full-time,2012-10-01,,2019-04,171,9.56,1529.6,11,184.03,37.39,292.97,1458.05,Cash,Delayed
PAY-E046-2019-04,E046,Carlos Ruiz,Cashier,Full-time,2013-11-01,,2019-04,163,8.96,1433.6,3,47.04,40.42,215.71,1305.35,Bank Transfer,Paid
PAY-E083-2019-04,E083,Javier Lopez,Barista,Full-time,2015-05-01,,2019-04,151,9.56,1443.56,0,0.0,33.51,171.33,1305.74,Bank Transfer,Pending
